signal_id,case_id,signal_category,signal_description,severity,data_sources_used,feeds_into_c,score_impact,generated_timestamp
3f447cad-543d-48f3-be8d-bdaedc481691,CAM_01489,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹18.3Cr, which is 94.7% lower than Balance Sheet debt of ₹343.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.377232
46c97cf9-7d13-4ebf-bef2-e6ec5631fbac,CAM_01490,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹22.5Cr, which is 73.3% higher than Balance Sheet debt of ₹13.0Cr. Undisclosed debt likely — off-balance-sheet exposure.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.379113
d837d855-4173-4e5d-a46e-ce1b8f2f897a,CAM_01491,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.1Cr, which is 94.1% lower than Balance Sheet debt of ₹103.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.380828
9ccf3a78-3d79-411a-8e47-405438d4a5c4,CAM_01492,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹13.6Cr, which is 86.0% lower than Balance Sheet debt of ₹97.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.382649
4989d898-79f1-41d3-a5cd-5b50ceac38ea,CAM_01493,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹24.7Cr, which is 93.4% lower than Balance Sheet debt of ₹373.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.384450
52949a9a-7909-4f8d-bb90-5ff5c162b487,CAM_01494,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹15.1Cr, which is 68.1% lower than Balance Sheet debt of ₹47.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.386200
91b613a8-5ddc-4f45-b977-77f1c7acc4ee,CAM_01495,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.6Cr, which is 98.3% lower than Balance Sheet debt of ₹157.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.388109
a1f97fc9-ecaf-4601-b746-7b22f5577c0e,CAM_01496,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹18.4Cr, which is 62.8% lower than Balance Sheet debt of ₹49.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.389806
d08795da-948d-4dd2-ba33-854dce4082be,CAM_01497,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹14.1Cr, which is 83.4% lower than Balance Sheet debt of ₹84.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.391720
733811b2-e79f-4577-9f17-3bf4e51cdb02,CAM_01498,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹1.1Cr, which is 99.7% lower than Balance Sheet debt of ₹392.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.393498
e952f7a1-f43d-4312-9be2-d7e9166cceb0,CAM_01499,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹19.9Cr, which is 58.6% lower than Balance Sheet debt of ₹48.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.395484
15b511a8-250a-413e-b036-bfabd8a00667,CAM_01500,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹3.3Cr, which is 95.0% lower than Balance Sheet debt of ₹66.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.397249
a784b087-531b-4baa-87de-3812c245ff47,CAM_01501,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹1.6Cr, which is 99.1% lower than Balance Sheet debt of ₹169.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.399068
d8f28fbc-8dcf-4d5a-a432-a69404ee2ada,CAM_01502,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.0Cr, which is 99.5% lower than Balance Sheet debt of ₹415.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.400784
73b503d1-1505-4f88-a814-d785fd9293a3,CAM_01503,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹14.3Cr, which is 88.6% lower than Balance Sheet debt of ₹125.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.402520
ae578d0f-7457-455a-b0e4-0ad432ec8d73,CAM_01504,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹17.9Cr, which is 67.1% lower than Balance Sheet debt of ₹54.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.404293
bf4d8026-cec2-4397-bcf4-926cf5d0b417,CAM_01505,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹27.6Cr, which is 61.5% lower than Balance Sheet debt of ₹71.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.406220
f2b79c96-8a65-4edb-a525-4000e6a3599e,CAM_01506,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.4Cr, which is 95.7% lower than Balance Sheet debt of ₹125.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.408334
49f00542-3092-444f-8efb-87c75d5c0f42,CAM_01507,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹14.2Cr, which is 89.1% lower than Balance Sheet debt of ₹129.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.410183
7be68a7b-0497-4bf4-954f-33124cce8757,CAM_01508,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹3.1Cr, which is 97.0% lower than Balance Sheet debt of ₹104.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.411941
90d568a2-faf5-4a52-920f-83bee3a22636,CAM_01509,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.5Cr, which is 97.1% lower than Balance Sheet debt of ₹87.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.413661
2bb4461f-64a3-4239-89c8-5854245aebaa,CAM_01510,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹3.6Cr, which is 99.1% lower than Balance Sheet debt of ₹410.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.415511
6bedee2a-1460-4c46-987e-be104d65a81f,CAM_01511,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹12.2Cr, which is 97.6% lower than Balance Sheet debt of ₹499.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.417289
1c3372fb-3a82-4ca9-97f3-62497f5de4bc,CAM_01512,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.3Cr, which is 98.7% lower than Balance Sheet debt of ₹499.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.419174
b564a997-8c61-4ea8-b81a-aad5d661f4ed,CAM_01513,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.3Cr, which is 96.7% lower than Balance Sheet debt of ₹191.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.420978
6b330af8-4cc9-4558-a61f-84352922bae8,CAM_01514,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹9.2Cr, which is 81.8% lower than Balance Sheet debt of ₹50.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.422732
ce965b71-db56-42c9-9b8f-d07c99a96614,CAM_01515,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹10.0Cr, which is 47.7% lower than Balance Sheet debt of ₹19.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.424448
9341452d-da8b-40ae-8ccd-a224b57fed97,CAM_01516,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.1Cr, which is 95.4% lower than Balance Sheet debt of ₹112.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.426173
ff1648db-f500-43c3-a3b4-0d6c790d2d3a,CAM_01517,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.9Cr, which is 94.2% lower than Balance Sheet debt of ₹102.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.427879
938df04a-0dde-4cb7-8ef8-de976a20574e,CAM_01518,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.5Cr, which is 97.1% lower than Balance Sheet debt of ₹223.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.429687
f811853a-08eb-4567-8560-8d8fdeebc131,CAM_01519,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.0Cr, which is 91.3% lower than Balance Sheet debt of ₹56.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.431420
bd355ac7-60f4-4d4c-996b-d9a3c33fb909,CAM_01520,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.8Cr, which is 69.5% lower than Balance Sheet debt of ₹22.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.433492
8ebf7944-508d-4023-bb79-9eba86ab5fa1,CAM_01521,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹10.4Cr, which is 97.6% lower than Balance Sheet debt of ₹434.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.435340
a512b39d-2641-4f93-a750-b9ccc7760bb3,CAM_01522,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹20.7Cr, which is 81.6% lower than Balance Sheet debt of ₹112.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.437180
96ebea2c-454f-4995-84be-c0d028055b2e,CAM_01523,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹19.0Cr, which is 59.5% lower than Balance Sheet debt of ₹47.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.438958
87645546-5bcb-4e19-976c-f243ffc98302,CAM_01524,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹7.5Cr, which is 96.5% lower than Balance Sheet debt of ₹211.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.440716
6bb87843-6716-4647-b1a0-d6109111d93f,CAM_01525,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹1.1Cr, which is 99.5% lower than Balance Sheet debt of ₹196.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.442497
5536aa12-633f-4746-a908-14426b03665e,CAM_01526,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹12.8Cr, which is 60.0% lower than Balance Sheet debt of ₹32.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.444274
aad4a833-9e5d-4445-83f6-0693ff47bb50,CAM_01527,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹8.3Cr, which is 81.5% lower than Balance Sheet debt of ₹44.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.446050
1126f002-a06b-48ad-982f-8edd6848761a,CAM_01528,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹9.0Cr, which is 77.2% lower than Balance Sheet debt of ₹39.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.447909
fac5c307-e3e8-4276-8a18-3213f4fab487,CAM_01529,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹3.8Cr, which is 97.4% lower than Balance Sheet debt of ₹144.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.449687
7c2b98fe-4ef9-4f4e-8ffa-d988bb1f4d82,CAM_01530,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.8Cr, which is 73.8% lower than Balance Sheet debt of ₹26.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.451684
2d4d557c-445b-4240-8e98-e083c24546a2,CAM_01531,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.3Cr, which is 99.1% lower than Balance Sheet debt of ₹477.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.454350
7e1fad99-678e-4595-8cfb-1171b5b08a10,CAM_01532,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹0.3Cr, which is 99.9% lower than Balance Sheet debt of ₹499.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.456321
6bb44622-cfd6-450a-83cd-65da1aa5420c,CAM_01533,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹11.8Cr, which is 97.2% lower than Balance Sheet debt of ₹419.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.458222
aeba76ce-11a6-4b3a-914d-9ef96e2231fb,CAM_01534,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹13.1Cr, which is 82.9% lower than Balance Sheet debt of ₹76.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.460017
f421d67a-6121-4359-b345-bb07f478230b,CAM_01535,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.1Cr, which is 90.0% lower than Balance Sheet debt of ₹41.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.462093
7bb9c468-e7bb-4103-b638-07e6d84255f3,CAM_01536,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹13.8Cr, which is 82.9% lower than Balance Sheet debt of ₹80.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.463906
48da0a81-e22c-48d1-bf2a-68e2b6dd3a61,CAM_01537,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹22.6Cr, which is 76.4% lower than Balance Sheet debt of ₹95.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.465728
4e7ad5fd-faab-49f5-b896-fc8225599b32,CAM_01538,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹0.6Cr, which is 99.7% lower than Balance Sheet debt of ₹186.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.467465
7f4c8b04-5b8a-4139-bc9f-5eac090405db,CAM_01539,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹1.2Cr, which is 94.0% lower than Balance Sheet debt of ₹19.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.469157
7479a8c6-f170-4ca4-abcc-3c0c084675d2,CAM_01540,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹32.5Cr, which is 82.0% lower than Balance Sheet debt of ₹180.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.470857
e5fd66cc-8285-475e-a0e4-c55b01694851,CAM_01541,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.0Cr, which is 94.5% lower than Balance Sheet debt of ₹109.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.472547
cef6e7e9-dbee-462d-948f-8978d615fa82,CAM_01542,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹25.2Cr, which is 83.4% lower than Balance Sheet debt of ₹152.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.474276
51e9552a-7373-4f53-8ab9-053afe2ef3da,CAM_01543,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.7Cr, which is 98.6% lower than Balance Sheet debt of ₹193.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.475965
7dd782bc-b9fb-46bb-bf29-d2a5dae3c6b2,CAM_01544,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹20.1Cr, which is 74.5% lower than Balance Sheet debt of ₹78.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.477653
6b20ee14-0f14-4744-b469-2832084b9031,CAM_01545,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹8.5Cr, which is 87.5% lower than Balance Sheet debt of ₹68.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.479358
ec10b402-ecce-49ec-871f-60795109ce26,CAM_01546,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹11.6Cr, which is 97.6% lower than Balance Sheet debt of ₹476.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.481106
1b4a94d3-ef20-4e54-a17c-f7d14075c7be,CAM_01547,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹13.5Cr, which is 86.2% lower than Balance Sheet debt of ₹97.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.482774
825f749d-346d-48bb-a172-f2816cb30cb6,CAM_01548,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹8.0Cr, which is 87.6% lower than Balance Sheet debt of ₹64.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.484761
94a55067-c1a5-4ee5-b32f-060517a41ea8,CAM_01549,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.9Cr, which is 97.3% lower than Balance Sheet debt of ₹182.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.486642
236d891e-0fc4-48c8-a172-fec1c164c290,CAM_01550,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.8Cr, which is 94.7% lower than Balance Sheet debt of ₹110.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.488449
0da9b581-d6ed-4004-9d9f-41109667fe81,CAM_01551,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹8.0Cr, which is 95.6% lower than Balance Sheet debt of ₹182.6Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.490291
3bb3c270-770f-4280-becf-99582077ca3d,CAM_01552,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹5.0Cr, which is 96.7% lower than Balance Sheet debt of ₹150.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.492078
900ee757-ed4f-431d-bc77-a9dcff286a64,CAM_01553,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.2Cr, which is 98.2% lower than Balance Sheet debt of ₹236.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.493821
1dea8245-0209-4e4c-b5ef-24f29f5387f8,CAM_01554,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹7.6Cr, which is 98.5% lower than Balance Sheet debt of ₹499.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.496128
908ef056-74cd-4e61-ac88-7e51dedff5e7,CAM_01555,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.2Cr, which is 97.5% lower than Balance Sheet debt of ₹252.0Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.498143
b432b5d2-2851-4f7a-8969-13d16e1dfac9,CAM_01556,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹14.5Cr, which is 84.3% lower than Balance Sheet debt of ₹92.3Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.500126
d7b8983a-cf90-4ac6-8f94-eee1ea0224b6,CAM_01557,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹13.4Cr, which is 90.7% lower than Balance Sheet debt of ₹143.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.502145
fe9c9ffb-00fa-4355-bc73-630e10e1d11c,CAM_01558,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹14.7Cr, which is 96.5% lower than Balance Sheet debt of ₹420.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.504205
b9146339-a7d0-4b0e-92ff-c49d7344ec41,CAM_01559,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹9.0Cr, which is 92.1% lower than Balance Sheet debt of ₹114.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.506070
a8b0b369-8752-468e-a398-d8c5bd4d2243,CAM_01560,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.6Cr, which is 98.4% lower than Balance Sheet debt of ₹162.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.507862
3256234d-6735-46a2-b426-8ea37a44766b,CAM_01561,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.5Cr, which is 97.0% lower than Balance Sheet debt of ₹151.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.509641
4b219c19-4762-439f-b3ea-08c3928ee2a7,CAM_01562,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.7Cr, which is 90.9% lower than Balance Sheet debt of ₹73.4Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.511843
a598ef7d-c3d4-4843-bd65-09d07f9e7aee,CAM_01563,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹15.3Cr, which is 90.3% lower than Balance Sheet debt of ₹157.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.515205
cbc11e99-5a3b-4e27-bad7-10e99a8997ff,CAM_01564,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.8Cr, which is 88.0% lower than Balance Sheet debt of ₹56.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.517264
eae1859c-9c9f-4a3e-aa77-d27f3dea351c,CAM_01565,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.5Cr, which is 94.1% lower than Balance Sheet debt of ₹76.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.519134
912db7a8-1452-476f-a13d-cb98930c9814,CAM_01566,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹18.5Cr, which is 91.2% lower than Balance Sheet debt of ₹210.2Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.521005
5874cdc8-7a54-47b0-965c-40c87da6a593,CAM_01567,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹6.6Cr, which is 93.2% lower than Balance Sheet debt of ₹96.1Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.522798
c2e87494-c34b-4bd3-939e-445cff303242,CAM_01568,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹11.5Cr, which is 93.7% lower than Balance Sheet debt of ₹182.8Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.524532
8ae409f6-efca-4a7d-9263-a5ad2f575239,CAM_01569,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹2.4Cr, which is 95.6% lower than Balance Sheet debt of ₹55.9Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.526575
364f1015-9b03-4040-bcf7-f243ce69d530,CAM_01570,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹4.7Cr, which is 98.0% lower than Balance Sheet debt of ₹238.7Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.528584
d2910b73-9559-47fd-8336-96306ae42602,CAM_01571,triangulation_flag,"Borrowing profile shows total outstanding debt of ₹23.1Cr, which is 67.6% lower than Balance Sheet debt of ₹71.5Cr. Possible borrowing profile is incomplete.",high,"[""Borrowing Profile"", ""Balance Sheet""]",Capital,-1.0,2026-03-12T16:06:07.530584
